ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
9902691,HX552797,12/23/2014 02:15:00 PM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2014,02/10/2018 03:50:01 PM,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)"
7947964,HT180228,02/26/2011 04:00:00 PM,012XX S HALSTED ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,1232,12.0,25.0,28.0,06,1171230.0,1894421.0,2011,02/10/2018 03:50:01 PM,41.865761260999996,-87.64687597700001,"(41.865761261, -87.646875977)"
8568365,HV243612,04/15/2012 07:30:00 PM,108XX S EMERALD AVE,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,2233,22.0,34.0,49.0,06,1173239.0,1832994.0,2012,02/04/2016 06:33:39 AM,41.697154372,-87.641315669,"(41.697154372, -87.641315669)"
5343947,HN200365,02/26/2007 04:00:00 PM,011XX S CANAL ST,0842,THEFT,AGG: FINANCIAL ID THEFT,OTHER,False,False,131,1.0,2.0,28.0,06,1173307.0,1895342.0,2007,02/28/2018 03:56:25 PM,41.868242722,-87.639223912,"(41.868242722, -87.639223912)"
3121541,HK108680,01/05/2003 06:30:00 PM,038XX W FLOURNOY ST,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,1133,11.0,24.0,26.0,06,1150808.0,1896753.0,2003,02/28/2018 03:56:25 PM,41.872584178000004,-87.72178565,"(41.872584178, -87.72178565)"
10209850,HY396729,08/24/2015 07:30:00 PM,026XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,False,1432,14.0,1.0,22.0,06,1160867.0,1917657.0,2015,02/10/2018 03:50:01 PM,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
6866556,HR271603,04/16/2009 05:30:00 PM,089XX S STONY ISLAND AVE,0860,THEFT,RETAIL THEFT,OTHER,True,False,413,4.0,8.0,48.0,06,1188475.0,1846086.0,2009,02/28/2018 03:56:25 PM,41.732730806,-87.585114125,"(41.732730806, -87.585114125)"
9681782,HX332132,07/04/2014 09:45:00 PM,079XX S STATE ST,0820,THEFT,$500 AND UNDER,CTA PLATFORM,False,False,623,6.0,6.0,44.0,06,1177660.0,1852569.0,2014,02/10/2018 03:50:01 PM,41.750772110999996,-87.62453842299999,"(41.750772111, -87.624538423)"
9166453,HW303994,06/04/2013 09:00:00 AM,055XX W GLADYS AVE,0810,THEFT,OVER $500,VACANT LOT/LAND,False,False,1522,15.0,29.0,25.0,06,1139693.0,1897797.0,2013,02/10/2018 03:50:01 PM,41.875659108,-87.762568861,"(41.875659108, -87.762568861)"
7762423,HS569246,10/17/2010 06:00:00 PM,058XX W ARTHINGTON ST,0880,THEFT,PURSE-SNATCHING,SIDEWALK,False,False,1513,15.0,29.0,25.0,06,1137635.0,1895420.0,2010,02/10/2018 03:50:01 PM,41.869173601,-87.77018244700001,"(41.869173601, -87.770182447)"
10046030,HY234744,04/24/2015 07:55:00 PM,008XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,1833,18.0,42.0,8.0,06,1177338.0,1906213.0,2015,02/10/2018 03:50:01 PM,41.897982936999995,-87.624095634,"(41.897982937, -87.624095634)"
6233210,HP320451,05/06/2008 03:20:00 PM,0000X S STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,123,1.0,42.0,32.0,06,1176390.0,1900234.0,2008,02/28/2018 03:56:25 PM,41.881597699000004,-87.62775808200001,"(41.881597699, -87.627758082)"
5677874,HN484464,07/22/2007 07:25:00 AM,0000X E 69TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,322,3.0,20.0,69.0,06,1178177.0,1859290.0,2007,02/28/2018 03:56:25 PM,41.769203583,-87.622440369,"(41.769203583, -87.622440369)"
11230490,JB151690,02/14/2018 11:15:00 AM,036XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,912,9.0,11.0,59.0,06,1161614.0,1880357.0,2018,05/04/2018 03:51:04 PM,41.827373750999996,-87.682568055,"(41.827373751, -87.682568055)"
7172285,HR582990,10/11/2009 07:00:00 PM,060XX S HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,712,7.0,16.0,68.0,06,1171999.0,1865041.0,2009,02/04/2016 06:33:39 AM,41.785122891,-87.64491717700001,"(41.785122891, -87.644917177)"
7125811,HR535632,09/13/2009 10:30:00 PM,044XX N ELSTON AVE,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,False,False,1722,17.0,39.0,14.0,06,1148062.0,1929262.0,2009,02/28/2018 03:56:25 PM,41.961845248,-87.73102930299999,"(41.961845248, -87.731029303)"
2219750,HH486939,07/03/2002 08:00:00 PM,100XX W OHARE ST,0870,THEFT,POCKET-PICKING,AIRPORT/AIRCRAFT,False,False,1651,16.0,41.0,76.0,06,1100658.0,1934241.0,2002,02/28/2018 03:56:25 PM,41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
9296677,HW441620,09/07/2013 02:30:00 AM,066XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,832,8.0,15.0,66.0,06,1161515.0,1860616.0,2013,02/10/2018 03:50:01 PM,41.773203996,-87.68347884,"(41.773203996, -87.68347884)"
2889910,HJ561433,08/13/2003 08:00:00 PM,104XX S HALSTED ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,2233,22.0,34.0,73.0,06,1172824.0,1835651.0,2003,02/28/2018 03:56:25 PM,41.704454724,-87.642757155,"(41.704454724, -87.642757155)"
7173960,HR583513,10/11/2009 05:00:00 PM,079XX S PARNELL AVE,0810,THEFT,OVER $500,STREET,False,False,621,6.0,17.0,44.0,06,1174008.0,1852295.0,2009,02/10/2018 03:50:01 PM,41.750101999,-87.637929163,"(41.750101999, -87.637929163)"
9859793,HX509438,11/16/2014 02:30:00 PM,002XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,OTHER,False,False,113,1.0,42.0,32.0,06,1177328.0,1899333.0,2014,02/10/2018 03:50:01 PM,41.879104092,-87.62434115,"(41.879104092, -87.62434115)"
7868443,HS681158,12/21/2010 05:00:00 PM,036XX S GILES AVE,0810,THEFT,OVER $500,APARTMENT,False,False,212,2.0,2.0,35.0,06,1178860.0,1880905.0,2010,02/04/2016 06:33:39 AM,41.828501601,-87.61927867,"(41.828501601, -87.61927867)"
3314082,HK350670,05/07/2004 07:00:00 PM,031XX N BROADWAY,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,2332,19.0,44.0,6.0,06,1171693.0,1921311.0,2004,02/10/2018 03:50:01 PM,41.939538766999995,-87.644383505,"(41.939538767, -87.644383505)"
1516518,G256545,05/04/2001 06:15:00 PM,045XX S DAMEN AV,0820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,914,9.0,,,06,1163610.0,1874345.0,2001,08/17/2015 03:03:40 PM,41.810834416,-87.675413895,"(41.810834416, -87.675413895)"
10952376,JA272438,05/20/2017 08:30:00 PM,028XX W 21ST ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1023,10.0,12.0,30.0,06,1157493.0,1889929.0,2017,02/10/2018 03:50:01 PM,41.853725089,-87.697427476,"(41.853725089, -87.697427476)"
2000970,HH201585,02/22/2002 04:30:00 AM,024XX N MILWAUKEE AV,0810,THEFT,OVER $500,BAR OR TAVERN,False,False,1414,14.0,,,06,1156341.0,1915936.0,2002,02/28/2018 03:56:25 PM,41.925114076999996,-87.700952275,"(41.925114077, -87.700952275)"
1476982,G212935,04/14/2001 03:00:00 PM,007XX N GREEN ST,0850,THEFT,ATTEMPT THEFT,MOVIE HOUSE/THEATER,False,False,1323,12.0,,,06,1170623.0,1905487.0,2001,08/17/2015 03:03:40 PM,41.896140428,-87.648780261,"(41.896140428, -87.648780261)"
4273693,HL590300,08/31/2005 03:00:00 AM,009XX N SACRAMENTO BLVD,0810,THEFT,OVER $500,STREET,False,False,1311,12.0,26.0,23.0,06,1156004.0,1906299.0,2005,02/28/2018 03:56:25 PM,41.898676154,-87.702451037,"(41.898676154, -87.702451037)"
4067549,HL409680,06/09/2005 05:00:00 PM,069XX S SANGAMON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,733,7.0,17.0,68.0,06,1171170.0,1858915.0,2005,02/28/2018 03:56:25 PM,41.768330593,-87.648135609,"(41.768330593, -87.648135609)"
4718689,HM324025,05/01/2006 03:20:00 PM,0000X W ELM ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1824,18.0,42.0,8.0,06,1175504.0,1908078.0,2006,02/10/2018 03:50:01 PM,41.903141995,-87.63077557,"(41.903141995, -87.63077557)"
1845995,G662598,11/03/2001 02:26:55 PM,0000X N STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,122,1.0,,,06,1176398.0,1900691.0,2001,08/17/2015 03:03:40 PM,41.882851552,-87.62771490899999,"(41.882851552, -87.627714909)"
8678872,HV353560,04/15/2012 09:00:00 AM,072XX S PAXTON AVE,0890,THEFT,FROM BUILDING,RESIDENCE,False,False,333,3.0,5.0,43.0,06,1192140.0,1857319.0,2012,02/04/2016 06:33:39 AM,41.763466911,-87.57132335899999,"(41.763466911, -87.571323359)"
6855661,HR261581,04/10/2009 05:00:00 PM,017XX W CERMAK RD,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1034,10.0,25.0,31.0,06,1165218.0,1889459.0,2009,02/28/2018 03:56:25 PM,41.852274879,-87.66908723,"(41.852274879, -87.66908723)"
4385612,HL680775,10/14/2005 05:30:00 PM,017XX N HERMITAGE AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1433,14.0,32.0,24.0,06,1164410.0,1911688.0,2005,02/28/2018 03:56:25 PM,41.913290173,-87.671423547,"(41.913290173, -87.671423547)"
4929211,HM543491,06/29/2006 12:00:00 PM,021XX W ROSCOE ST,0810,THEFT,OVER $500,STREET,False,False,1913,19.0,32.0,5.0,06,1161308.0,1922552.0,2006,02/28/2018 03:56:25 PM,41.943166826,-87.682516667,"(41.943166826, -87.682516667)"
9978032,HY167451,02/27/2015 11:00:00 AM,063XX S YALE AVE,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,722,7.0,20.0,68.0,06,1175585.0,1863128.0,2015,02/10/2018 03:50:01 PM,41.779793875,-87.63182661299999,"(41.779793875, -87.631826613)"
10190267,HY377901,08/10/2015 09:00:00 PM,026XX N MILWAUKEE AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1412,14.0,35.0,22.0,06,1154504.0,1917426.0,2015,02/10/2018 03:50:01 PM,41.929239732,-87.707662339,"(41.929239732, -87.707662339)"
9575333,HX225704,04/16/2014 12:00:00 AM,002XX W MONROE ST,0890,THEFT,FROM BUILDING,RESTAURANT,False,False,122,1.0,2.0,32.0,06,1174585.0,1899875.0,2014,02/10/2018 03:50:01 PM,41.880653112,-87.634396649,"(41.880653112, -87.634396649)"
2688426,HJ308632,04/17/2003 09:00:00 PM,017XX N AUSTIN AVE,0810,THEFT,OVER $500,RESIDENCE-GARAGE,False,False,2531,25.0,29.0,25.0,06,1136138.0,1910943.0,2003,02/28/2018 03:56:25 PM,41.911797557,-87.77530778799999,"(41.911797557, -87.775307788)"
8854340,HV528008,10/20/2012 12:00:00 PM,029XX N LAKE SHORE DR,0890,THEFT,FROM BUILDING,NURSING HOME/RETIREMENT HOME,False,False,1934,19.0,44.0,6.0,06,1173772.0,1920055.0,2012,02/10/2018 03:50:01 PM,41.936046155,-87.636780157,"(41.936046155, -87.636780157)"
3704662,HK801112,12/10/2004 09:30:00 AM,055XX S WELLS ST,0810,THEFT,OVER $500,STREET,False,False,711,7.0,3.0,68.0,06,1175549.0,1868101.0,2004,02/10/2018 03:50:01 PM,41.793441113,-87.631809838,"(41.793441113, -87.631809838)"
7724785,HS532107,09/11/2010 11:50:00 PM,065XX S ST LAWRENCE AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,321,3.0,20.0,42.0,06,1181360.0,1861718.0,2010,02/10/2018 03:50:01 PM,41.775793468,-87.61069831,"(41.775793468, -87.61069831)"
10943516,JA261898,05/13/2017 08:05:00 AM,0000X N LATROBE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1522,15.0,28.0,25.0,06,1141381.0,1899903.0,2017,02/10/2018 03:50:01 PM,41.88140727,-87.756319082,"(41.88140727, -87.756319082)"
11185089,JA559176,12/20/2017 04:30:00 PM,019XX S MILLARD AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,1014,10.0,24.0,29.0,06,1152346.0,1890287.0,2017,05/04/2018 03:51:04 PM,41.854810528,-87.716309542,"(41.854810528, -87.716309542)"
11072808,JA412895,08/31/2017 03:30:00 AM,011XX N KARLOV AVE,0810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),False,False,1111,11.0,37.0,23.0,06,1148843.0,1907272.0,2017,02/10/2018 03:50:01 PM,41.901487656,-87.72872800399999,"(41.901487656, -87.728728004)"
10084732,HY273740,05/24/2015 09:45:00 PM,004XX N STATE ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,False,False,1831,18.0,42.0,8.0,06,1176302.0,1903096.0,2015,02/10/2018 03:50:01 PM,41.889453169,-87.62799483299999,"(41.889453169, -87.627994833)"
10485657,HZ224258,04/12/2016 07:15:00 PM,017XX N LUNA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2532,25.0,37.0,25.0,06,1139131.0,1911034.0,2016,02/10/2018 03:50:01 PM,41.911993310999996,-87.764310023,"(41.911993311, -87.764310023)"
2963994,HJ652747,09/26/2003 12:00:00 PM,022XX W HARRISON ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1211,12.0,2.0,28.0,06,1161653.0,1897333.0,2003,02/28/2018 03:56:25 PM,41.873956822,-87.681952527,"(41.873956822, -87.681952527)"
1340847,G040244,01/19/2001 06:39:03 PM,063XX N NAGLE AV,0820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,True,False,1611,16.0,,,06,1132586.0,1941599.0,2001,08/17/2015 03:03:40 PM,41.99598354,-87.78763988700001,"(41.99598354, -87.787639887)"
2771112,HJ415128,06/08/2003 09:00:00 AM,037XX S WOLCOTT AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,False,False,922,9.0,11.0,59.0,06,1164300.0,1879991.0,2003,02/28/2018 03:56:25 PM,41.826313153,-87.67272382,"(41.826313153, -87.67272382)"
8861185,HV534721,10/25/2012 08:10:00 PM,017XX W FULLERTON AVE,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,1811,18.0,32.0,7.0,06,1164140.0,1915989.0,2012,02/10/2018 03:50:01 PM,41.925098106,-87.672293669,"(41.925098106, -87.672293669)"
11143628,JA503725,11/08/2017 10:38:00 AM,058XX S ASHLAND AVE,0820,THEFT,$500 AND UNDER,STREET,True,False,713,7.0,15.0,67.0,06,1166676.0,1865801.0,2017,02/10/2018 03:50:01 PM,41.787323718,-87.664411954,"(41.787323718, -87.664411954)"
5214424,HM803061,12/31/2006 11:53:00 AM,029XX N ASHLAND AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,1931,19.0,32.0,6.0,06,1165142.0,1919763.0,2006,02/28/2018 03:56:25 PM,41.935432921,-87.668504341,"(41.935432921, -87.668504341)"
5931425,HN731220,11/21/2007 12:00:00 PM,003XX S WACKER DR,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,111,1.0,2.0,32.0,06,1173916.0,1898816.0,2007,02/28/2018 03:56:25 PM,41.877762073,-87.63688469,"(41.877762073, -87.63688469)"
6622100,HP691879,11/17/2008 07:30:00 AM,046XX S DREXEL BLVD,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,2123,2.0,4.0,39.0,06,1183100.0,1874490.0,2008,02/28/2018 03:56:25 PM,41.810800619,-87.603922445,"(41.810800619, -87.603922445)"
8863261,HV537004,10/25/2012 05:00:00 PM,054XX N ASHLAND AVE,0810,THEFT,OVER $500,OTHER,False,True,2012,20.0,40.0,77.0,06,1164674.0,1936421.0,2012,02/10/2018 03:50:01 PM,41.981153152,-87.66975019700001,"(41.981153152, -87.669750197)"
6731976,HR149903,02/02/2009 01:00:00 AM,010XX W BELMONT AVE,0890,THEFT,FROM BUILDING,TAVERN/LIQUOR STORE,False,False,1924,19.0,44.0,6.0,06,1168964.0,1921423.0,2009,02/28/2018 03:56:25 PM,41.939905846,-87.654410045,"(41.939905846, -87.654410045)"
9664739,HX314361,06/21/2014 02:00:00 PM,018XX W 22ND PL,0820,THEFT,$500 AND UNDER,STREET,False,False,1034,10.0,25.0,31.0,06,1164340.0,1889153.0,2014,02/10/2018 03:50:01 PM,41.851453776999996,-87.67231838200001,"(41.851453777, -87.672318382)"
8670090,HV345270,06/20/2012 06:00:00 PM,013XX W 51ST ST,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,False,False,933,9.0,16.0,61.0,06,1168063.0,1870939.0,2012,02/04/2016 06:33:39 AM,41.801393265,-87.65917869200001,"(41.801393265, -87.659178692)"
7505841,HS308747,05/15/2010 09:15:00 AM,004XX E 95TH ST,0890,THEFT,FROM BUILDING,GAS STATION,False,False,633,6.0,9.0,49.0,06,1180667.0,1842071.0,2010,02/10/2018 03:50:01 PM,41.721895855999996,-87.613841024,"(41.721895856, -87.613841024)"
3637126,HK728309,11/03/2004 10:00:00 AM,008XX N KEDZIE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1121,11.0,27.0,23.0,06,1154891.0,1905271.0,2004,02/28/2018 03:56:25 PM,41.895877613,-87.706566627,"(41.895877613, -87.706566627)"
4153041,HL005270,07/12/2005 11:00:00 PM,008XX N CICERO AVE,0820,THEFT,$500 AND UNDER,GAS STATION,False,False,1111,11.0,37.0,25.0,06,1144207.0,1904963.0,2005,02/10/2018 03:50:01 PM,41.895239896,-87.745814792,"(41.895239896, -87.745814792)"
10102551,HY291329,06/06/2015 04:42:00 PM,028XX W DEVON AVE,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2413,24.0,50.0,2.0,06,1156278.0,1942331.0,2015,02/10/2018 03:50:01 PM,41.997544796999996,-87.700467444,"(41.997544797, -87.700467444)"
2988938,HJ678713,10/07/2003 06:00:00 PM,050XX S KEDZIE AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,821,8.0,14.0,63.0,06,1155893.0,1871118.0,2003,02/28/2018 03:56:25 PM,41.802137724,-87.703806024,"(41.802137724, -87.703806024)"
10225755,HY412959,09/05/2015 11:00:00 PM,065XX S HOYNE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,726,7.0,15.0,67.0,06,1163490.0,1861218.0,2015,02/10/2018 03:50:01 PM,41.774814785,-87.67622207299999,"(41.774814785, -87.676222073)"
9499852,HX155070,02/17/2014 06:00:00 PM,002XX E MARQUETTE RD,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,False,322,3.0,20.0,69.0,06,1178939.0,1860641.0,2014,02/10/2018 03:50:01 PM,41.772893552,-87.61960616,"(41.772893552, -87.61960616)"
8727329,HV402967,07/27/2012 02:30:00 AM,062XX S MC VICKER AVE,0810,THEFT,OVER $500,STREET,False,False,812,8.0,23.0,64.0,06,1137145.0,1862622.0,2012,02/04/2016 06:33:39 AM,41.779179421,-87.772767014,"(41.779179421, -87.772767014)"
9682442,HX332979,07/05/2014 11:00:00 PM,042XX W 55TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,True,813,8.0,13.0,62.0,06,1148818.0,1867790.0,2014,02/10/2018 03:50:01 PM,41.793144448,-87.72983895200001,"(41.793144448, -87.729838952)"
3013050,HJ710634,10/22/2003 01:36:48 PM,070XX S WESTERN AVE,0810,THEFT,OVER $500,STREET,False,False,832,8.0,17.0,66.0,06,1161593.0,1857866.0,2003,02/28/2018 03:56:25 PM,41.765655988,-87.68326910200001,"(41.765655988, -87.683269102)"
9509922,HX165034,02/25/2014 11:00:00 PM,109XX S CHURCH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2212,22.0,19.0,75.0,06,1167242.0,1831951.0,2014,02/04/2016 06:33:39 AM,41.694422331999995,-87.663303015,"(41.694422332, -87.663303015)"
6980726,HR385117,06/20/2009 11:25:00 AM,076XX S CICERO AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,833,8.0,13.0,65.0,06,1145727.0,1853720.0,2009,02/28/2018 03:56:25 PM,41.754592961,-87.74152853700001,"(41.754592961, -87.741528537)"
7428379,HS230912,03/29/2010 12:00:00 AM,113XX S NORMAL AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,2233,22.0,34.0,49.0,06,1174990.0,1829768.0,2010,02/10/2018 03:50:01 PM,41.688262954,-87.635000281,"(41.688262954, -87.635000281)"
3808095,HL177398,02/12/2005 01:00:00 PM,026XX N ELSTON AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1432,14.0,1.0,22.0,06,1160867.0,1917657.0,2005,02/28/2018 03:56:25 PM,41.929743818,-87.684273777,"(41.929743818, -87.684273777)"
2405698,HH702524,10/09/2002 11:15:00 AM,025XX W FLOURNOY ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1135,11.0,2.0,28.0,06,1159336.0,1896944.0,2002,02/28/2018 03:56:25 PM,41.872937304000004,-87.690470166,"(41.872937304, -87.690470166)"
11048967,JA384163,08/02/2017 05:00:00 AM,028XX N Maplewood Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1411,14.0,1.0,21.0,06,1158865.0,1918857.0,2017,02/10/2018 03:50:01 PM,41.933078052,-87.69159758299999,"(41.933078052, -87.691597583)"
2975480,HJ672058,10/01/2003 10:00:00 PM,016XX N OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1434,14.0,1.0,24.0,06,1160770.0,1911006.0,2003,02/10/2018 03:50:01 PM,41.911495021,-87.684815055,"(41.911495021, -87.684815055)"
8134254,HT368471,06/26/2011 09:00:00 PM,069XX N WOLCOTT AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,False,False,2424,24.0,49.0,1.0,06,1162360.0,1945827.0,2011,02/10/2018 03:50:01 PM,42.007012388,-87.67799561,"(42.007012388, -87.67799561)"
10012707,HY202462,03/28/2015 06:00:00 PM,056XX W BYRON ST,0810,THEFT,OVER $500,STREET,False,False,1633,16.0,38.0,15.0,06,1138080.0,1925360.0,2015,02/10/2018 03:50:01 PM,41.95132446,-87.767824012,"(41.95132446, -87.767824012)"
9704121,HX354359,07/21/2014 03:30:00 PM,032XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,CTA BUS,False,False,1033,10.0,12.0,30.0,06,1155548.0,1883013.0,2014,02/10/2018 03:50:01 PM,41.834786077,-87.704752166,"(41.834786077, -87.704752166)"
10409937,HZ146741,02/09/2016 02:00:00 PM,006XX W 87TH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,622,6.0,21.0,71.0,06,1173383.0,1847259.0,2016,02/10/2018 03:50:01 PM,41.736296397,-87.64036804,"(41.736296397, -87.64036804)"
1612358,G376790,06/28/2001 12:24:00 PM,0000X S STATE ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,True,False,123,1.0,,,06,1176418.0,1900379.0,2001,08/17/2015 03:03:40 PM,41.881994955,-87.62765089,"(41.881994955, -87.62765089)"
9612532,HX262353,05/14/2014 09:00:00 PM,084XX W BRYN MAWR AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1614,16.0,41.0,76.0,06,1118919.0,1936092.0,2014,02/10/2018 03:50:01 PM,41.981099706,-87.83803283299999,"(41.981099706, -87.838032833)"
6231712,HP317516,05/05/2008 03:55:00 AM,061XX S NARRAGANSETT AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,812,8.0,23.0,64.0,06,1134794.0,1863173.0,2008,02/10/2018 03:50:01 PM,41.78073320000001,-87.781373244,"(41.7807332, -87.781373244)"
